SDLG LG 952
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//1/0/7/107c3242653aebafdb92b2b998a9b9f9_240x180.jpg
JCB 1CX
$ 80 000/7 029 600 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//a/e/d/aed66479e5924c83b6337712c0bbb3ac_240x180.jpg
JCB Гусеничные
$ 167 000/14 674 290 сом
Двигатель: дизель Спецификации: руль слева Год 2021 г. Город: Бишкек
https://im.mashina.kg/tachka/images//5/0/b/50b10a59a20c540d41f63e6719950c96_240x180.jpg
Mercedes-Benz Atego 815
$ 12 518/1 100 000 сом
"Двигатель: дизель Спецификации: руль слева, 19 996 км Год 1990 г. Город: Ош"
https://im.mashina.kg/tachka/images//d/6/2/d62dd8e43bc0b7d7d1c480ffaac61f06_240x180.jpg
Samsung MX
$ 26 175/2 300 000 сом
Двигатель: дизель Спецификации: руль слева Год 1996 г. Город: Араван
https://im.mashina.kg/tachka/images//f/5/a/f5aa06527eae8d15cfbcd01b3dc18fea_240x180.jpg
Hyundai Колесные
$ 56 000/4 920 720 сом
"Двигатель: дизель Спецификации: руль слева, 9 400 км Год 2014 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//1/c/2/1c249f492cc36e387d85730372d23503_240x180.jpg
Hyundai Колесные
$ 49 000/4 305 630 сом
"Двигатель: дизель Спецификации: руль слева, 5 600 км Год 2017 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//2/6/e/26e840e7a07fcc431bbb12662e12cbb7_240x180.jpg
Hyundai Гусеничные
$ 75 000/6 590 250 сом
Двигатель: дизель Спецификации: руль слева Год 2008 г. Город: Бишкек
https://im.mashina.kg/tachka/images//9/1/b/91b337369fb6fbec9a30b8fe8d90f898_240x180.jpg
Hyundai Колесные
$ 54 000/4 744 980 сом
"Двигатель: дизель Спецификации: руль слева, 16 000 км Год 2012 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//6/1/d/61ddcac57dd0b5b55788b84bcc0d5f55_240x180.jpg
Hyundai Колесные
$ 32 000/2 811 840 сом
"Двигатель: дизель Спецификации: руль слева, 7 000 км Год 2008 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//c/c/3/cc3c16d25ba476d90d9154309714ec6c_240x180.jpg
Komatsu PC 50 MR2
$ 45 000/3 954 150 сом
"Двигатель: дизель Спецификации: руль слева, 2 000 км Год 2006 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//0/c/e/0ce4769bd945651df8a70caaf97e2a15_240x180.jpg
Hyundai Колесные
$ 36 000/3 163 320 сом
"Двигатель: дизель Спецификации: руль слева, 15 480 км Год 2010 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//b/9/d/b9de9e86197ea69d34d1184bf73532cd_240x180.jpg
SDLG LG 956
$ 28 000/2 460 360 сом
"Двигатель: дизель Спецификации: руль слева, 156 000 км Год 2013 г. Город: Джалал-Абад"
https://im.mashina.kg/tachka/images//9/b/5/9b50b08c1be2b502b20d7eae0bcf2932_240x180.jpg
Case Экскаваторы-погрузчики
$ 25 000/2 196 750 сом
"Двигатель: дизель Спецификации: руль слева, 9 500 км Год 2000 г. Город: Ош"
https://im.mashina.kg/tachka/images//e/d/4/ed40bc81a87dc31979bd7167d16fc0a2_240x180.jpg
IVECO EuroCargo
$ 25 000/2 196 750 сом
Двигатель: дизель Спецификации: руль слева Год 2006 г. Город: Бишкек
https://im.mashina.kg/tachka/images//7/e/d/7ed349c430061515c8094f2dbf75c803_240x180.jpg
XCMG LW - series
$ 19 000/1 669 530 сом
"Двигатель: дизель Спецификации: руль слева, 10 000 км Год 2013 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//0/9/0/090ac22ca9c5c3dfee7d4ae331dd387f_240x180.jpg
Zetor Antar
$ 2 845/250 000 сом
"Двигатель: дизель Спецификации: руль слева, 10 500 км Год 2014 г. Город: Ноокат"
https://im.mashina.kg/tachka/images//2/8/d/28d444be6f6be78db419dafbce25964c_240x180.jpg
Komatsu PC 30 MR
$ 7 397/650 000 сом
"Двигатель: дизель Спецификации: руль слева, 125 852 км Год 1993 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//5/6/8/568a6bae4f9b83b71e292fa19bd6ac6d_240x180.jpg
Volvo EW
$ 50 000/4 393 500 сом
Двигатель: дизель Спецификации: руль слева Год 2006 г. Город: Сузак
https://im.mashina.kg/tachka/images//6/f/d/6fd03c7eb79f93ca02b33c3c88a133ba_240x180.jpg
Iseki TA227
$ 7 397/650 000 сом
"Двигатель: дизель Спецификации: руль слева, 1 300 км Год 2008 г. Город: Баткен"
https://im.mashina.kg/tachka/images//d/9/5/d95bf15065942973f7e8c720b0781c57_240x180.jpg
XCMG GY25SK2
$ 60 000/5 272 200 сом
"Двигатель: дизель Спецификации: руль слева, 2 500 км Год 2019 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//6/5/0/650d8e1d61a9e53fa3c4a5fdd6049ce2_240x180.jpg
Lonking CDM
$ 37 500/3 295 125 сом
"Двигатель: дизель Спецификации: руль слева, 4 000 км Год 2020 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//3/e/a/3eab27f7759e5b132e3cf3fb1123d50b_240x180.jpg
МТЗ (Беларус) МТЗ-80
$ 2 276/200 000 сом
Двигатель: дизель Спецификации: руль слева Год 1980 г. Город: Бишкек
https://im.mashina.kg/tachka/images//b/2/f/b2f1104d1c6acdf9468d6e70d50e9457_240x180.jpg
XCMG QY-70K
$ 85 000/7 468 950 сом
"Двигатель: дизель Спецификации: руль слева, 4 500 км Год 2010 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//e/8/8/e88353cbdcdd0dab67e22e0fe2d346a5_240x180.jpg
Shaanxi-MAN Самосвал
$ 31 000/2 723 970 сом
"Двигатель: дизель Спецификации: руль слева, 200 000 км Год 2017 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//2/8/3/283a816b2f4332df33de9d63123a664d_240x180.jpg
LiuGong CLG
$ 70 000/6 150 900 сом
"Двигатель: дизель Спецификации: руль слева, 12 000 км Год 2015 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//7/e/3/7e3377a59bfdd60b9e72d9ab66db48da_240x180.jpg
Hyundai Колесные
$ 30 500/2 680 035 сом
"Двигатель: дизель Спецификации: руль слева, 111 111 км Год 2007 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//d/2/a/d2abf4251983f48c0c11b8b366272785_240x180.jpg
Zoomlion QY25V
$ 75 000/6 590 250 сом
"Двигатель: дизель Спецификации: руль слева, 234 567 км Год 2014 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//2/5/1/25146cf6b254c02492b78537aeaa3251_240x180.jpg
Ticab ВРМ-500
$ 36 000/3 162 600 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//c/a/f/caf80ee007e0c1a7c61614dd2cc0d02b_240x180.jpg
Ticab BS-2000
$ 34 500/3 031 515 сом
Двигатель: дизель Спецификации: руль слева Год 2023 г. Город: Бишкек
https://im.mashina.kg/tachka/images//5/8/b/58b03dc0edf4447cdf4c779704dfb53f_240x180.jpg
Ticab Мира-1
$ 3 100/272 397 сом
Двигатель: газ Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//0/2/7/02781d57ee5015f2aaab6528e7e4b48c_240x180.jpg
Nissan Серия 1F
$ 5 500/483 285 сом
"Двигатель: бензин Спецификации: руль слева, 100 000 км Год 1998 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//e/c/0/ec0eaccceb478150abca97b1e7200e40_240x180.jpg
Foton TE
$ 11 949/1 050 000 сом
"Двигатель: дизель Спецификации: руль слева, 70 км Год 2021 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//d/5/f/d5f90b61db1ba7ad73e6804f2c1bbfc3_240x180.jpg
Hitachi Гусеничные
$ 25 000/2 196 750 сом
Двигатель: дизель Спецификации: руль слева Год 2005 г. Город: Бишкек
https://im.mashina.kg/tachka/images//3/d/c/3dc6709a1be8d20088b5df95d04049f6_240x180.jpg
КамАЗ Каналопромывочные машины
$ 18 500/1 625 595 сом
"Двигатель: дизель Спецификации: руль слева, 125 358 км Год 1995 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//e/5/c/e5cbf2a520743ae30b3a0ccc8e21ad52_240x180.jpg
Doosan DX
$ 195 000/17 134 650 сом
"Двигатель: дизель Спецификации: руль слева, 1 968 км Год 2021 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//d/1/3/d13c49748e48183519d3e9e18fcaf453_240x180.jpg
Hyundai Колесные
$ 38 000/3 339 060 сом
"Двигатель: дизель Спецификации: руль слева, 950 000 км Год 2004 г. Город: Кадамжай"
https://im.mashina.kg/tachka/images//6/4/4/6448d262c41dffa368ed1277f84a3493_240x180.jpg
Volvo EW
$ 53 500/4 699 975 сом
"Двигатель: дизель Спецификации: руль слева, 25 000 км Год 2007 г. Город: Ош"
https://im.mashina.kg/tachka/images//8/6/f/86f7be5aaca384604b77ff75aac11963_240x180.jpg
Samsung MX
$ 23 000/2 021 010 сом
"Двигатель: дизель Спецификации: руль слева, 1 305 км Год 1997 г. Город: Базар-Коргон"
https://im.mashina.kg/tachka/images//1/0/8/108415558e45455555c48d8ad1da5324_240x180.jpg
МТЗ (Беларус) МТЗ-82
