SDLG LG 952
$ 22 000/1 933 140 сом
"Двигатель: дизель Спецификации: руль слева, 8 000 км Год 2011 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//f/c/c/fccd7160673ef5a99ed3fecdee0a7142_240x180.jpg
Caterpillar Гусеничные
$ 70 000/6 150 900 сом
"Двигатель: дизель Спецификации: руль слева, 20 000 км Год 2012 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//d/a/1/da1c6eaa12db91c6da5674ecf85ba721_240x180.jpg
Zoomlion ZD
$ 75 000/6 590 250 сом
"Двигатель: дизель Спецификации: руль слева, 9 000 км Год 2014 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//6/6/f/66f6f6d3e2101001d3ae750d4a6bb8d0_240x180.jpg
Doosan Solar
$ 70 000/6 150 900 сом
"Двигатель: дизель Спецификации: руль слева, 17 000 км Год 2012 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//d/3/8/d38199d5e2b6358cc49eab2b9fae6d4f_240x180.jpg
Samsung MX
$ 20 485/1 800 000 сом
"Двигатель: дизель Спецификации: руль слева, 10 000 км Год 1994 г. Город: Ноокат"
https://im.mashina.kg/tachka/images//2/b/a/2bafb5c0a96d930bb9b3b26de86e832b_240x180.jpg
Mitsubishi MT-185
$ 6 828/600 000 сом
"Двигатель: дизель Спецификации: руль слева, 100 001 км Год 2006 г. Город: Айдаркен"
https://im.mashina.kg/tachka/images//0/d/0/0d04be1dd123f9f5343ca1f255ee6eb8_240x180.jpg
Киргизстан ППЛ-Ф-1.6
$ 1 252/110 000 сом
"Двигатель: бензин Спецификации: руль слева, 111 111 км Год 2021 г. Город: Джалал-Абад"
https://im.mashina.kg/tachka/images//2/b/9/2b9b13b94f7db3d649e0b3ba901e2d83_240x180.jpg
Уралвагонзавод РТ
$ 7 397/650 000 сом
"Двигатель: дизель Спецификации: руль слева, 1 000 км Год 2016 г. Город: Ноокат"
""
Mitsubishi D 1600 FD
$ 7 200/632 664 сом
"Двигатель: дизель Спецификации: руль слева, 100 000 км Год 1990 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//1/e/b/1eb91ba03472cf21ba1a32c98eb9e05d_240x180.jpg
Hyundai Колесные
$ 75 000/6 590 250 сом
"Двигатель: дизель Спецификации: руль слева, 4 500 км Год 2017 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//5/0/f/50f961061eb99d624054e123fcb76832_240x180.jpg
XCMG XT
$ 60 000/5 272 200 сом
Двигатель: дизель Спецификации: руль слева Год 2015 г. Город: Бишкек
https://im.mashina.kg/tachka/images//c/c/9/cc9a5878c65f6f0c9acaaf6402a7f359_240x180.jpg
Hyundai Гусеничные
$ 63 000/5 535 810 сом
Двигатель: дизель Спецификации: руль слева Год 2017 г. Город: Бишкек
https://im.mashina.kg/tachka/images//f/1/d/f1db83164eb8b045b5478dd701a3c232_240x180.jpg
Hyundai Колесные
$ 25 800/2 267 046 сом
Двигатель: дизель Спецификации: руль слева Год 2002 г. Город: Ош
https://im.mashina.kg/tachka/images//6/8/c/68c17abff09353e96b7f1469e0e9aaab_240x180.jpg
Hyundai R380
$ 80 000/7 029 600 сом
"Двигатель: дизель Спецификации: руль слева, 18 244 км Год 2011 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//6/e/d/6ed53b28072ca6a058ab27d0729423b8_240x180.jpg
Hyundai Колесные
$ 47 000/4 129 890 сом
"Двигатель: дизель Спецификации: руль слева, 17 000 км Год 2011 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//b/1/c/b1cb0296e6d0363625fcbbff6e2212e6_240x180.jpg
Hyundai Колесные
$ 55 000/4 832 850 сом
"Двигатель: дизель Спецификации: руль слева, 13 712 км Год 2012 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//6/d/0/6d0f3486f3cae9852a09e13e6c02cbcf_240x180.jpg
Hyundai Колесные
$ 40 000/3 514 800 сом
Двигатель: дизель Спецификации: руль слева Год 2010 г. Город: Бишкек
https://im.mashina.kg/tachka/images//d/b/7/db7d492a53caf3bf2e45de82a6c286d9_240x180.jpg
Hyundai Колесные
$ 57 000/5 008 590 сом
"Двигатель: дизель Спецификации: руль слева, 12 754 км Год 2013 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//2/b/1/2b1abdc7131c022f5a8deb6c3a51be9e_240x180.jpg
Volvo EW
$ 56 000/4 920 720 сом
"Двигатель: дизель Спецификации: руль слева, 18 000 км Год 2012 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//0/6/c/06c1ebaa1fb17296414c194ce2b566e3_240x180.jpg
Hyundai Гусеничные
$ 21 000/1 845 270 сом
"Двигатель: дизель Спецификации: руль слева, 3 600 км Год 2017 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//2/5/9/2590e45297b6a6ba8fb961c3cc1264bf_240x180.jpg
Volvo EW
$ 42 000/3 690 540 сом
"Двигатель: дизель Спецификации: руль слева, 21 000 км Год 2009 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//5/3/7/5370ae6fd8217eeb795c1978b8f98b5e_240x180.jpg
Hyundai R300LC
$ 70 000/6 150 900 сом
"Двигатель: дизель Спецификации: руль слева, 14 255 км Год 2012 г. Город: Южная Корея"
https://im.mashina.kg/tachka/images//f/e/0/fe02946da0b22b3dced49e8e5c19b5dd_240x180.jpg
Howo ZZ1257N5847C
$ 22 500/1 977 075 сом
Двигатель: дизель Спецификации: руль слева Год 2011 г. Город: Бишкек
""
Samsung MX
$ 28 000/2 460 360 сом
"Двигатель: дизель Спецификации: руль слева, 10 000 км Год 2000 г. Город: Джалал-Абад"
https://im.mashina.kg/tachka/images//c/4/d/c4d7dd4430e30d22de5c8f26a6c8faa3_240x180.jpg
Lonking LG - series
$ 43 000/3 778 410 сом
"Двигатель: дизель Спецификации: руль слева, 26 000 км Год 2021 г. Город: Ош"
https://im.mashina.kg/tachka/images//a/2/6/a26e49f22ec65cc493c84b4b0ed6f7f0_240x180.jpg
МТЗ (Беларус) МТЗ-80
$ 3 983/350 000 сом
Двигатель: дизель Спецификации: руль слева Год 1989 г. Город: Шамалды-Сай
https://im.mashina.kg/tachka/images//2/8/1/281e442c89cb48e659f9aed27ee530c5_240x180.jpg
Yanmar YM1500
$ 2 959/260 000 сом
"Двигатель: дизель Спецификации: руль слева, 1 060 км Год 2003 г. Город: Узген"
https://im.mashina.kg/tachka/images//4/9/7/49719b2312215ff7a85729ee1614dcb6_240x180.jpg
JCB 4CX
$ 35 000/3 075 450 сом
"Двигатель: дизель Спецификации: руль слева, 3 870 км Год 2014 г. Город: Казахстан"
https://im.mashina.kg/tachka/images//2/e/d/2ed274d25e1fa870d9292e7e1b539894_240x180.jpg
МТЗ (Беларус) МТЗ-82
$ 8 500/746 895 сом
"Двигатель: дизель Спецификации: руль слева, 3 120 км Год 2014 г. Город: Казахстан"
https://im.mashina.kg/tachka/images//e/5/0/e50419b924326cd5589c287e5f80c342_240x180.jpg
МТЗ (Беларус) МТЗ-1221
$ 10 000/878 700 сом
"Двигатель: дизель Спецификации: руль слева, 3 500 км Год 2013 г. Город: Казахстан"
https://im.mashina.kg/tachka/images//a/a/c/aac0eb4b32b577e55f9260da7e3b8279_240x180.jpg
Ростсельмаш ACROS
$ 30 000/2 636 100 сом
"Двигатель: дизель Спецификации: руль слева, 1 800 км Год 2015 г. Город: Казахстан"
https://im.mashina.kg/tachka/images//7/9/e/79ea10651c4b2b571ecf801ebcc160f3_240x180.jpg
Hitachi Гусеничные
$ 10 000/878 700 сом
"Двигатель: дизель Спецификации: руль слева, 5 200 км Год 2009 г. Город: Казахстан"
https://im.mashina.kg/tachka/images//6/a/6/6a6aa34b74549c80e715b11924538310_240x180.jpg
МТЗ (Беларус) МТЗ-82
$ 8 000/702 960 сом
"Двигатель: дизель Спецификации: руль слева, 3 720 км Год 2013 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//9/d/1/9d171d5f71e1a3ee9bf712464a84eaee_240x180.jpg
XCMG 62 Т
$ 20 000/1 757 400 сом
Двигатель: дизель Спецификации: руль слева Год 2013 г. Город: Бишкек
https://im.mashina.kg/tachka/images//c/e/4/ce4fb6e71be25e8835cd1bc9f9b8f0f9_240x180.jpg
Fortschritt E281
$ 5 690/500 000 сом
"Двигатель: дизель Спецификации: руль слева, 10 000 км Год 1992 г. Город: Кызыл-Кия"
https://im.mashina.kg/tachka/images//c/b/8/cb81a6bfa77ad3451e262659beb4490b_240x180.jpg
Kubota B1-16
$ 5 690/500 000 сом
"Двигатель: дизель Спецификации: руль слева, 3 000 км Год 2015 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//5/4/e/54ee8992299ca377a7e315eab4aea3d4_240x180.jpg
Hyundai Колесные
$ 6 828/600 000 сом
Двигатель: дизель Спецификации: руль слева Год 2012 г. Город: Талас
https://im.mashina.kg/tachka/images//b/d/9/bd96e5ee07e7444a02456413cefe9a59_240x180.jpg
Zoomlion QUY50
$ 60 000/5 272 200 сом
"Двигатель: дизель Спецификации: руль слева, 123 455 км Год 2009 г. Город: Джалал-Абад"
https://im.mashina.kg/tachka/images//d/3/3/d3353912127cae1cdbee7f2ae22ccfa2_240x180.jpg
Nissan NP
$ 12 500/1 098 375 сом
"Двигатель: дизель Спецификации: руль слева, 3 586 км Год 2018 г. Город: Токмок"
https://im.mashina.kg/tachka/images//9/3/0/930656fe5c9fa13203de553f25c14dbd_240x180.jpg
Строймаш Сваебойная установка
$ 16 000/1 405 920 сом
Двигатель: электро Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//2/a/1/2a1c2418e4dd1bd54557ee2042913c6f_240x180.jpg
МТЗ (Беларус) МТЗ-1221
$ 18 209/1 600 000 сом
Двигатель: дизель Спецификации: руль слева Год 2009 г. Город: Шамалды-Сай
https://im.mashina.kg/tachka/images//3/c/c/3ccbef8e7579bf2b054481969e39243d_240x180.jpg
Doosan DX
$ 22 000/1 933 140 сом
Двигатель: дизель Спецификации: руль слева Год 2003 г. Город: Араван
""
МТЗ (Беларус) МТЗ-082
$ 8 535/750 000 сом
"Двигатель: дизель Спецификации: руль слева, 1 500 км Год 1990 г. Город: Маасы"
https://im.mashina.kg/tachka/images//5/1/a/51a421e33409546cab0d4bf25f64727d_240x180.jpg
MAN Автогидроподъемники
$ 21 000/1 845 270 сом
"Двигатель: дизель Спецификации: руль слева, 75 000 км Год 1990 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//a/5/c/a5cccfa3d39531e03bc54b4681f3cb9c_240x180.jpg
Nissan АГП (Автовышки)
$ 19 000/1 669 530 сом
"Двигатель: дизель Спецификации: руль слева, 250 000 км Год 1986 г. Город: Сокулук"
https://im.mashina.kg/tachka/images//8/8/1/881ea42c626e62739271aba4f3b3efdd_240x180.jpg
Енисей Зерноуборочные комбайны
$ 21 000/1 845 270 сом
Двигатель: дизель Спецификации: руль слева Год 2006 г. Город: Токтогул
https://im.mashina.kg/tachka/images//f/5/1/f515448780c03769442b3b0cb965ef22_240x180.jpg
МТЗ (Беларус) МТЗ-1221
$ 35 000/3 075 450 сом
"Двигатель: дизель Спецификации: руль слева, 5 650 км Год 2016 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//2/c/9/2c906ef57c7627b4546c81b3871b1197_240x180.jpg
YTO YTO-X1004
$ 19 000/1 669 530 сом
"Двигатель: дизель Спецификации: руль слева, 5 500 км Год 2011 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//a/7/d/a7d05654390b2fc844aaa738c6651816_240x180.jpg
John Deere 1000 Series
$ 70 000/6 150 900 сом
"Двигатель: дизель Спецификации: руль слева, 7 000 км Год 2008 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//4/f/a/4fac00642f3e8c314538fe56fcf985da_240x180.jpg
JAC N-350
$ 56 900/4 999 803 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//b/2/a/b2a23c6660647adf939157c32135c2aa_240x180.jpg
JAC CPCD30
$ 56 900/4 999 803 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//d/e/a/dea9dc0d3a2e6ca37efeb75c891100b5_240x180.jpg
Lonking CDM
$ 47 000/4 129 890 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//9/e/c/9ec8e72b4974534b1855f811ed71feb1_240x180.jpg
Lonking CDM
$ 175 000/15 377 250 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//c/a/e/caea496444ae1afb5488b02862abb253_240x180.jpg
Lonking LG - series
$ 50 000/4 393 500 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//8/d/f/8df9bf0fd4fb39fb43c6450c235e8a51_240x180.jpg
Lonking CDM
$ 99 500/8 743 065 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//1/c/8/1c85b69f2ad28418da56455cd8efd1a1_240x180.jpg
Hyundai Гусеничные
$ 220 000/19 331 400 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//1/2/a/12a6263243be839567d9ae98b81dbc4b_240x180.jpg
Hyundai Колесные
$ 160 000/14 059 200 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//d/d/d/dddf77277f029b63e8e2304f6effe4c1_240x180.jpg
Lonking CDM
$ 56 000/4 920 720 сом
Двигатель: дизель Спецификации: руль слева Год 2021 г. Город: Бишкек
https://im.mashina.kg/tachka/images//7/0/8/708d9b38ebf1ff51a70a1b4fa624a16a_240x180.jpg
Lonking LG - series
$ 15 800/1 388 346 сом
Двигатель: электро Спецификации: руль слева   новый Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//5/0/8/508bcabfbfb5a06b8c3c61c381244608_240x180.jpg
LiuGong CLG 877
$ 35 000/3 075 450 сом
"Двигатель: дизель Спецификации: руль слева, 11 000 км Год 2014 г. Город: Сузак"
https://im.mashina.kg/tachka/images//7/f/f/7ffd433576bf27a2a1357a17b8fb6399_240x180.jpg
Раскат ДУ-98
$ 20 000/1 757 400 сом
"Двигатель: дизель Спецификации: руль слева, 150 000 км Год 2015 г. Город: Ош"
https://im.mashina.kg/tachka/images//2/e/2/2e29e4306f86b9458f71b88d659d9452_240x180.jpg
LiuGong ZL 50
$ 54 000/4 744 980 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Бишкек
https://im.mashina.kg/tachka/images//e/7/0/e70a03cef8d91bb4acd2f60bead9362d_240x180.jpg
LiuGong CLG
$ 160 000/14 059 200 сом
Двигатель: дизель Спецификации: руль слева Год 2022 г. Город: Китай
https://im.mashina.kg/tachka/images//1/1/6/116ea375406e7ae7e40feee6c32a91cd_240x180.jpg
Hyundai Колесные
$ 26 000/2 284 620 сом
Двигатель: дизель Спецификации: руль слева Год 2002 г. Город: Ош
https://im.mashina.kg/tachka/images//5/b/6/5b63bcbd69ae7b6d779cc48a751795d2_240x180.jpg
Lonking LG - series
$ 38 000/3 339 060 сом
"Двигатель: дизель Спецификации: руль слева, 36 км Год 2022 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//9/1/d/91dc3557312d00a6422fddcab39d2b6e_240x180.jpg
Lonking LG - series
$ 49 000/4 305 630 сом
"Двигатель: дизель Спецификации: руль слева, 24 км Год 2022 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//f/f/a/ffa2064aaaf88001e33c58bb0868571a_240x180.jpg
Lonking CDM
$ 13 800/1 212 606 сом
"Двигатель: дизель Спецификации: руль слева, 20 км Год 2022 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//5/0/a/50a8e6ac84c21b992a55f0c7e53eaff1_240x180.jpg
SEM 919
$ 106 000/9 312 100 сом
"Двигатель: дизель Спецификации: руль слева, 88 км Год 2019 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//2/6/a/26aebfbbe26ebf22dbc42effc490b271_240x180.jpg
Case Колесные
$ 30 000/2 636 100 сом
"Двигатель: дизель Спецификации: руль слева, 2 555 км Год 2001 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//6/d/6/6d60e7e71494fcc7bf1e435469d75a2a_240x180.jpg
Mitsubishi MT-52
$ 13 700/1 203 819 сом
"Двигатель: дизель Спецификации: руль слева, 6 200 км Год 2016 г. Город: Кызыл-Кия"
https://im.mashina.kg/tachka/images//0/4/5/0459a5e240df2d6610ace6d81b9bb076_240x180.jpg
Hyundai Колесные
$ 56 000/4 920 720 сом
"Двигатель: дизель Спецификации: руль слева, 5 200 км Год 2017 г. Город: Бишкек"
https://im.mashina.kg/tachka/images//9/4/1/941fea9167526a62aa9d6526ca5165ae_240x180.jpg
Hyundai Колесные
$ 68 000/5 975 160 сом
Двигатель: дизель Спецификации: руль слева Год 2011 г. Город: Бишкек
https://im.mashina.kg/tachka/images//1/a/f/1af2e4b63adc6844c5dc822ebce8dbc3_240x180.jpg
JCB 175
$ 50 000/4 393 500 сом
Двигатель: дизель Спецификации: руль слева Год 2020 г. Город: Бишкек
https://im.mashina.kg/tachka/images//f/7/7/f770351b230d628bf6ff4cdf18d283ea_240x180.jpg
JCB Гусеничные
$ 215 000/18 892 050 сом
Двигатель: дизель Спецификации: руль слева Год 2020 г. Город: Бишкек
https://im.mashina.kg/tachka/images//d/e/b/deb52b7092b066a56b8a1e8044537416_240x180.jpg
JCB 4CX
$ 150 000/13 180 500 сом
Двигатель: дизель Спецификации: руль слева Год 2020 г. Город: Бишкек
https://im.mashina.kg/tachka/images//e/f/f/eff1240d4a7d756e6fc0ac5163fe1155_240x180.jpg
JCB Гусеничные
$ 300 000/26 361 000 сом
Двигатель: дизель Спецификации: руль слева Год 2020 г. Город: Бишкек
https://im.mashina.kg/tachka/images//0/6/9/0692464f1f6a4cf67d0fdd64d287d8b7_240x180.jpg
JCB 3CX
$ 92 000/8 084 040 сом
Двигатель: дизель Спецификации: руль слева Год 2020 г. Город: Бишкек
https://im.mashina.kg/tachka/images//5/8/3/583a5107e72c49afef52e7674639b743_240x180.jpg
JCB TLT
$ 128 000/11 244 800 сом
